index_text,max_score,confidence_0,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5
0,3,0.007687475066632032,0.1739135980606079,0.06646258383989334,0.47182145714759827,0.2619946002960205,0.018120326101779938
1,3,0.004118905868381262,0.03500016778707504,0.02998078614473343,0.4659031629562378,0.44687891006469727,0.01811802014708519
2,5,0.0006666576955467463,0.0014439121587201953,0.002973381197080016,0.005363708361983299,0.3354305326938629,0.6541217565536499
3,5,0.0012357791420072317,0.002472909167408943,0.003966317046433687,0.0025298765394836664,0.16527621448040009,0.8245189785957336
4,4,0.0064669521525502205,0.03007783740758896,0.01901027001440525,0.18189848959445953,0.7447730302810669,0.01777348853647709
5,5,0.0010389856761321425,0.002581726759672165,0.004192662425339222,0.005325322039425373,0.333448588848114,0.6534126996994019
6,4,0.0022693846840411425,0.009797506034374237,0.012014259584248066,0.0292146485298872,0.5106330513954163,0.4360711872577667
7,4,0.000833324680570513,0.006420973688364029,0.006451169028878212,0.15397416055202484,0.812014639377594,0.020305782556533813
8,3,0.00877043791115284,0.09539251774549484,0.041865866631269455,0.7476117610931396,0.10502644628286362,0.0013329036301001906
9,4,0.001412225654348731,0.0024520461447536945,0.005630207248032093,0.030265498906373978,0.7565088868141174,0.20373106002807617
10,3,0.008719027042388916,0.0806593969464302,0.04942523315548897,0.6443973183631897,0.21222302317619324,0.004576006438583136
11,4,0.00196068175137043,0.004535926040261984,0.007283614482730627,0.03014875203371048,0.7504480481147766,0.20562298595905304
12,5,0.0009349629981443286,0.002023575361818075,0.00405493751168251,0.007467473391443491,0.38876110315322876,0.5967578887939453
13,5,0.0012798754032701254,0.00253333174623549,0.003871052758768201,0.004107572603970766,0.16672420501708984,0.8214839696884155
14,4,0.0009865181054919958,0.005731355864554644,0.006296022795140743,0.05846254527568817,0.8830631375312805,0.04546048492193222
15,4,0.0022509628906846046,0.00818370096385479,0.008207742124795914,0.075929194688797,0.8652729392051697,0.0401555672287941
16,3,0.011927898041903973,0.18501178920269012,0.06896631419658661,0.6054744720458984,0.12436068058013916,0.0042587812058627605
17,3,0.00995355099439621,0.07278690487146378,0.0419703871011734,0.4927924573421478,0.37465134263038635,0.007845289073884487
18,3,0.0101736169308424,0.08645150065422058,0.05031231418251991,0.6921949982643127,0.15725506842136383,0.0036124354228377342
19,4,0.0007257858524098992,0.002827199874445796,0.004914358723908663,0.04348780959844589,0.7719223499298096,0.17612260580062866
20,4,0.0012720216764137149,0.0028662702534347773,0.00560007756575942,0.025541793555021286,0.7655234932899475,0.19919630885124207
21,4,0.0038739165756851435,0.012922996655106544,0.011034861207008362,0.12198926508426666,0.8346499800682068,0.015528962016105652
22,4,0.001310186693444848,0.0057219997979700565,0.007245074026286602,0.11098391562700272,0.8473149538040161,0.027423858642578125
23,3,0.013108918443322182,0.1445993334054947,0.0780332013964653,0.643119215965271,0.11705867946147919,0.004080603364855051
24,4,0.0018243936356157064,0.008161826990544796,0.008143664337694645,0.07245521247386932,0.8671730756759644,0.04224180430173874
25,4,0.0023771722335368395,0.01379462145268917,0.014959417283535004,0.19802245497703552,0.7439429759979248,0.026903407648205757
26,3,0.003718098159879446,0.04570448398590088,0.03953281417489052,0.5965515375137329,0.3018498122692108,0.012643208727240562
27,5,0.0009255172335542738,0.0037712857592850924,0.005170079879462719,0.014398906379938126,0.44410955905914307,0.5316246151924133
28,4,0.0007629804313182831,0.0018955597188323736,0.004080204758793116,0.019719980657100677,0.7566052079200745,0.2169361561536789
29,5,0.0005956627428531647,0.0012585035292431712,0.0031122874934226274,0.007442792411893606,0.38503551483154297,0.6025552749633789
30,4,0.0021926078479737043,0.011096907779574394,0.011773536913096905,0.09925198554992676,0.7797972559928894,0.09588772803544998
31,4,0.001679491251707077,0.004007388837635517,0.006677424069494009,0.010093895718455315,0.5492746829986572,0.42826712131500244
32,3,0.009252908639609814,0.07880812883377075,0.04625784233212471,0.5879541635513306,0.26824939250946045,0.00947756227105856
33,4,0.0008843706455081701,0.0032226750627160072,0.0046721030957996845,0.02566283941268921,0.635043740272522,0.3305143117904663
34,4,0.001708226976916194,0.010249714367091656,0.011104287579655647,0.1275964230298996,0.794616162776947,0.05472513288259506
35,3,0.006159580312669277,0.04678449034690857,0.037391550838947296,0.7358002066612244,0.16941186785697937,0.004452260211110115
36,4,0.0030659858603030443,0.023053286597132683,0.026772640645503998,0.40311649441719055,0.524117112159729,0.019874416291713715
37,5,0.0007534961332567036,0.001400075969286263,0.003167166840285063,0.004129704553633928,0.3201805353164673,0.670369029045105
38,5,0.0008052116027101874,0.0015861281426623464,0.003332641674205661,0.004762100521475077,0.2925758957862854,0.6969380378723145
39,3,0.005434658844023943,0.04530443251132965,0.030282050371170044,0.6195197701454163,0.294172078371048,0.005287001375108957
40,4,0.0015777861699461937,0.0044872998259961605,0.006265387870371342,0.04940838739275932,0.8895524740219116,0.048708658665418625
41,4,0.0008207529317587614,0.0033265782985836267,0.004371362272650003,0.022523552179336548,0.8567470908164978,0.11221059411764145
42,4,0.002141906414180994,0.006157359108328819,0.007214947137981653,0.0460609532892704,0.889160692691803,0.04926421493291855
43,5,0.0006008349591866136,0.0011472413316369057,0.0025327440816909075,0.0029299301095306873,0.2371867150068283,0.7556025385856628
44,4,0.0016940970672294497,0.002245464827865362,0.00541524076834321,0.013938569463789463,0.6392404437065125,0.33746618032455444
45,4,0.004924616310745478,0.03769000992178917,0.024811821058392525,0.4259939193725586,0.4967924654483795,0.009787224233150482
46,4,0.0022957059554755688,0.015922818332910538,0.010009527206420898,0.10583925992250443,0.8466672301292419,0.019265415146946907
47,4,0.004416285082697868,0.050153061747550964,0.030160322785377502,0.42887330055236816,0.47414541244506836,0.012251684442162514
48,4,0.0020962052512913942,0.008101284503936768,0.01114808302372694,0.07208774238824844,0.8068835735321045,0.09968310594558716
49,3,0.003386036492884159,0.0447375625371933,0.03440612927079201,0.7477213740348816,0.16636289656162262,0.0033860623370856047
50,4,0.0006283438415266573,0.0016571240266785026,0.003510604612529278,0.030510686337947845,0.878727912902832,0.0849653109908104
51,4,0.0005792941083200276,0.0019873413257300854,0.003417802741751075,0.03782372921705246,0.8478227853775024,0.10836907476186752
52,4,0.0007345577469095588,0.0034461503382772207,0.004483430180698633,0.05343589559197426,0.8675820827484131,0.07031792402267456
53,4,0.0020181601867079735,0.014273444190621376,0.011206582188606262,0.09733936190605164,0.8416920900344849,0.03347035497426987
54,5,0.0008273040875792503,0.0015517650172114372,0.003286839695647359,0.004842844326049089,0.2698766887187958,0.719614565372467
55,4,0.001138550927862525,0.0024424262810498476,0.004994838032871485,0.020187756046652794,0.6734873056411743,0.2977491021156311
56,4,0.003372675273567438,0.005823482293635607,0.009689564816653728,0.027088981121778488,0.8057794570922852,0.1482458859682083
57,4,0.0019231847254559398,0.0046413070522248745,0.00693592568859458,0.03518616408109665,0.8880483508110046,0.06326501816511154
58,4,0.0014420379884541035,0.003464487148448825,0.005830787587910891,0.06967360526323318,0.88351970911026,0.036069437861442566
59,4,0.0006960848695598543,0.002153978915885091,0.003532115602865815,0.011467312462627888,0.6215110421180725,0.36063942313194275
60,5,0.000707546656485647,0.002099051373079419,0.0039521087892353535,0.008647343143820763,0.4524492621421814,0.5321446657180786
61,4,0.002338132355362177,0.006248144898563623,0.00923718512058258,0.07743966579437256,0.8565250635147095,0.04821181297302246
62,5,0.0007325508631765842,0.0014704839559271932,0.003251437796279788,0.004138221964240074,0.29440101981163025,0.6960063576698303
63,5,0.0005543117295019329,0.001249768421985209,0.0029424286913126707,0.00825060810893774,0.4436202943325043,0.5433825850486755
64,4,0.0012839366681873798,0.0025565121322870255,0.0052336049266159534,0.014132614247500896,0.5767230987548828,0.4000702202320099
65,4,0.0008479684474878013,0.002746684243902564,0.0043411715887486935,0.04051059111952782,0.891568660736084,0.05998489260673523
66,3,0.00612160749733448,0.0638568177819252,0.03795206919312477,0.6036977767944336,0.28416725993156433,0.004204401280730963
67,4,0.0008137309923768044,0.003058458911255002,0.004610922187566757,0.046456627547740936,0.8692737221717834,0.0757865235209465
68,3,0.010868523269891739,0.09926550090312958,0.04558955878019333,0.6071507930755615,0.2328227162361145,0.004302854184061289
69,5,0.0006166602252051234,0.0013630467001348734,0.002707827603444457,0.004789325408637524,0.28297728300094604,0.707545816898346
70,3,0.014090652577579021,0.11580321937799454,0.052767347544431686,0.5813689231872559,0.23157232999801636,0.004397514741867781
71,4,0.0021139467135071754,0.0025237202644348145,0.007301825564354658,0.018009470775723457,0.654407262802124,0.3156437277793884
72,4,0.0038187827449291945,0.018143394961953163,0.013009635731577873,0.14842677116394043,0.7988227605819702,0.017778582870960236
73,5,0.0006609412375837564,0.0013152342289686203,0.003030046820640564,0.006915776524692774,0.35440337657928467,0.6336745619773865
74,5,0.0011015022173523903,0.00246330164372921,0.0041160741820931435,0.006002632435411215,0.4041772484779358,0.582139253616333
75,4,0.002376360120251775,0.016918426379561424,0.017821962013840675,0.3995792865753174,0.5544046759605408,0.00889921560883522
76,3,0.00540165975689888,0.054837875068187714,0.044016506522893906,0.8025410175323486,0.09162870049476624,0.001574384979903698
77,4,0.0009008781053125858,0.0023544360883533955,0.004024292808026075,0.010431713424623013,0.6276599168777466,0.35462871193885803
78,4,0.002198787871748209,0.00808691792190075,0.007814796641469002,0.059464793652296066,0.8956295847892761,0.026805100962519646
79,4,0.0010466240346431732,0.004360567778348923,0.006403964478522539,0.04971575364470482,0.6736000776290894,0.2648729979991913
80,5,0.0007441762136295438,0.0014750590780749917,0.0025540885981172323,0.002069809241220355,0.15300236642360687,0.8401544690132141
81,4,0.011344480328261852,0.014917748980224133,0.02424982748925686,0.05798771232366562,0.8209357261657715,0.07056453824043274
82,3,0.005222673062235117,0.06294215470552444,0.03825360909104347,0.6392127871513367,0.24917705357074738,0.005191655829548836
83,4,0.0009234403260052204,0.002216977532953024,0.004252286162227392,0.016472438350319862,0.7105053663253784,0.26562947034835815
84,4,0.0010026574600487947,0.0047110882587730885,0.005610962398350239,0.03691171854734421,0.833189845085144,0.11857372522354126
85,3,0.007105123717337847,0.0709388479590416,0.03717592731118202,0.738372266292572,0.14394399523735046,0.002463902812451124
86,4,0.0006687191780656576,0.0021714295726269484,0.003817279590293765,0.02113994210958481,0.7420618534088135,0.23014074563980103
87,4,0.0021250147838145494,0.006376637611538172,0.007913196459412575,0.0545186772942543,0.8975515365600586,0.031514983624219894
88,4,0.0039822934195399284,0.010613353922963142,0.011981572024524212,0.06053880974650383,0.8599375486373901,0.052946507930755615
89,3,0.0019230139441788197,0.023815728724002838,0.022720593959093094,0.5563247799873352,0.3840144872665405,0.011201362125575542
90,4,0.00408626813441515,0.045458097010850906,0.04155920445919037,0.3518982231616974,0.5229288935661316,0.034069374203681946
91,5,0.0008138669654726982,0.0014862646348774433,0.0032599354162812233,0.004857104271650314,0.2920389175415039,0.6975439190864563
92,1,0.03338722139596939,0.5405476689338684,0.12217594683170319,0.2727181017398834,0.02724783681333065,0.003923277836292982
