index_text,grade_BERT
0,2.381491184234619
1,2.317673921585083
2,3.2711374759674072
3,3.099351406097412
4,2.159886598587036
5,3.0110833644866943
6,2.747443914413452
7,3.2505133152008057
8,2.4808216094970703
9,3.0642993450164795
10,2.7812018394470215
11,2.929412364959717
12,3.038184642791748
13,3.2038729190826416
14,2.9852042198181152
15,3.0397963523864746
16,1.8398096561431885
17,1.796465516090393
18,2.0806801319122314
19,3.2743191719055176
20,3.0012669563293457
21,2.871676445007324
22,3.1499173641204834
23,2.5974245071411133
24,2.5925304889678955
25,2.956261396408081
26,3.038440227508545
27,2.8422584533691406
28,3.290249824523926
29,3.606462001800537
30,2.10029673576355
31,2.5673296451568604
32,2.327852487564087
33,3.0505433082580566
34,2.516004800796509
35,2.40350604057312
36,3.037303924560547
37,3.2584524154663086
38,3.3943417072296143
39,2.1501524448394775
40,2.986257314682007
41,2.7415194511413574
42,2.6946187019348145
43,3.6934216022491455
44,3.184319257736206
45,2.7704226970672607
46,2.4295260906219482
47,2.409137725830078
48,2.4361722469329834
49,2.9834787845611572
50,3.38576340675354
51,3.1367404460906982
52,3.1232712268829346
53,2.242279052734375
54,2.88617205619812
55,3.104509115219116
56,2.7313051223754883
57,3.0837743282318115
58,2.681514024734497
59,2.844493865966797
60,3.574517011642456
61,2.6020240783691406
62,3.316713571548462
63,3.334658145904541
64,3.125767469406128
65,3.1741983890533447
66,2.7113115787506104
67,3.1338226795196533
68,1.9045382738113403
69,3.568394422531128
70,1.8636503219604492
71,3.0494399070739746
72,2.3267745971679688
73,3.4818811416625977
74,3.143794298171997
75,3.018254280090332
76,2.6305408477783203
77,3.0536410808563232
78,2.8837926387786865
79,3.2529208660125732
80,3.5483641624450684
81,2.699852466583252
82,2.257094383239746
83,2.942876100540161
84,2.876984119415283
85,1.7518759965896606
86,3.0545239448547363
87,2.8556485176086426
88,2.7848005294799805
89,3.233311414718628
90,3.005443811416626
91,3.7217445373535156
92,1.0297008752822876
93,3.2353127002716064
94,2.823368787765503
95,2.5244061946868896
96,2.943321943283081
97,2.9696364402770996
98,2.9931368827819824
99,2.928757429122925
100,2.7561981678009033
101,2.907371997833252
102,3.1478848457336426
103,3.358773708343506
104,2.9760818481445312
105,3.0285863876342773
106,2.76397705078125
107,2.6188197135925293
108,2.8567631244659424
109,3.0586845874786377
110,3.092902898788452
111,2.61665940284729
112,3.371342182159424
113,2.574913501739502
114,3.119426965713501
115,2.05332350730896
116,3.485805034637451
117,2.910456418991089
118,3.122159242630005
119,3.0642127990722656
120,2.7258341312408447
121,3.1333508491516113
122,2.367144823074341
123,2.457737684249878
124,2.6640408039093018
125,1.1850889921188354
126,3.311814069747925
127,3.1680264472961426
128,3.451951742172241
129,3.404019832611084
130,3.220963716506958
131,1.828250527381897
132,2.931652069091797
133,3.1877927780151367
134,3.080864906311035
135,2.766571283340454
136,2.677436351776123
137,3.1002883911132812
138,2.940126895904541
139,3.8525373935699463
140,2.3766095638275146
141,3.612173557281494
142,3.4745349884033203
143,3.403261423110962
144,2.796736001968384
145,2.7951276302337646
146,3.5398566722869873
147,3.1104989051818848
148,2.6399495601654053
149,3.2443408966064453
150,1.813838243484497
151,2.8276679515838623
152,2.7462544441223145
153,3.0347652435302734
154,3.3134937286376953
155,3.0993223190307617
156,2.440394163131714
157,2.3454489707946777
158,2.1950340270996094
159,2.3115968704223633
160,3.510192394256592
161,2.5482113361358643
162,2.5040535926818848
163,3.3280930519104004
164,3.4260222911834717
165,2.589308738708496
166,2.8507299423217773
167,3.058629035949707
168,2.485389232635498
169,3.665198564529419
170,2.537302255630493
171,2.7034175395965576
172,2.456918954849243
173,2.2879087924957275
174,3.5601248741149902
175,3.059695243835449
176,2.1249783039093018
177,3.2501895427703857
178,3.1118619441986084
179,3.04655122756958
180,2.899237632751465
181,2.970106363296509
182,3.6773836612701416
183,3.1094956398010254
184,2.825019359588623
185,2.203233003616333
186,3.2522084712982178
187,1.7160652875900269
188,2.151372194290161
189,2.7358639240264893
190,1.3056201934814453
191,3.1611168384552
192,3.444462299346924
193,2.9907150268554688
194,3.379955768585205
195,3.945007801055908
196,2.744811534881592
197,2.721097946166992
198,3.1079342365264893
199,2.8510618209838867
200,2.764197826385498
201,3.217233180999756
202,3.041002035140991
203,3.3114869594573975
204,2.6136903762817383
205,3.2561933994293213
206,3.3006913661956787
207,3.074493885040283
208,1.980859637260437
209,2.8542654514312744
210,2.9076101779937744
211,2.898744821548462
212,2.759828567504883
213,2.407744884490967
214,2.903163433074951
215,3.572153329849243
216,3.294243812561035
217,3.2185497283935547
218,3.1287479400634766
219,3.0758719444274902
220,3.1755378246307373
221,1.494207501411438
222,3.165783405303955
223,3.2263472080230713
224,2.578460216522217
225,3.896913766860962
226,3.229614734649658
227,2.9230451583862305
228,3.0996739864349365
229,2.834890842437744
230,3.384272813796997
231,3.14648699760437
232,3.1103549003601074
233,3.4752731323242188
234,2.4691929817199707
235,3.004518985748291
236,3.3041610717773438
237,3.610400915145874
238,3.129201889038086
239,1.9998626708984375
240,1.8533351421356201
241,2.5450310707092285
242,2.6197752952575684
243,2.6824328899383545
244,2.0822207927703857
245,2.9215831756591797
246,2.4360756874084473
247,2.5585920810699463
248,2.738616466522217
249,2.651747465133667
250,3.3601906299591064
251,3.2677500247955322
252,1.1677653789520264
253,3.2414867877960205
