index_text,max_score,confidence_0,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5
0,3,0.004859187640249729,0.0059625557623803616,0.017922917380928993,0.7336021065711975,0.21576657891273499,0.021886665374040604
1,3,0.00772294495254755,0.0066552176140248775,0.015825888141989708,0.4990725517272949,0.4095746576786041,0.061148751527071
2,3,0.012193562462925911,0.007011851761490107,0.021304763853549957,0.5886175632476807,0.33361542224884033,0.03725675866007805
3,3,0.0056801061145961285,0.005593812558799982,0.010404272004961967,0.6452223062515259,0.28892260789871216,0.04417687654495239
4,3,0.0033511235378682613,0.005498937796801329,0.01928367279469967,0.7896018028259277,0.16008491814136505,0.02217954397201538
5,3,0.0025169039145112038,0.003913772292435169,0.019143082201480865,0.8220750689506531,0.1389038860797882,0.013447313569486141
6,3,0.003360611852258444,0.012489493004977703,0.08118420839309692,0.8435929417610168,0.05201805755496025,0.007354703266173601
7,2,0.014845580793917179,0.14849740266799927,0.5393802523612976,0.24527929723262787,0.0355219766497612,0.016475539654493332
8,2,0.0107709476724267,0.08684659749269485,0.5818500518798828,0.27868714928627014,0.03104320354759693,0.010802090167999268
9,3,0.008726189844310284,0.05475272238254547,0.43004605174064636,0.4517497420310974,0.03966488689184189,0.015060385689139366
10,3,0.0025319685228168964,0.009810984134674072,0.0726848915219307,0.8582248687744141,0.0499446727335453,0.006802613381296396
11,3,0.009560886770486832,0.054159630089998245,0.21043547987937927,0.6194279193878174,0.08489716798067093,0.021518921479582787
12,3,0.02172137051820755,0.10088028013706207,0.28374433517456055,0.448464572429657,0.10283005237579346,0.04235926643013954
13,3,0.004102881532162428,0.004889937117695808,0.01239487063139677,0.676733136177063,0.2653368413448334,0.03654235973954201
14,3,0.005316991824656725,0.003585763741284609,0.012065048329532146,0.658064067363739,0.29393118619918823,0.027036966755986214
15,3,0.006882499437779188,0.020338790491223335,0.04577028006315231,0.6793771386146545,0.20941610634326935,0.038215164095163345
16,3,0.003340599127113819,0.004780265968292952,0.014092482626438141,0.755217432975769,0.2007123976945877,0.021856753155589104
17,3,0.004140851087868214,0.003413263475522399,0.010690523311495781,0.6667691469192505,0.2894951105117798,0.02549116499722004
18,3,0.0081274239346385,0.051062747836112976,0.29966607689857483,0.5720568895339966,0.05463073030114174,0.014456119388341904
19,2,0.016132956370711327,0.16613617539405823,0.5958808660507202,0.184270441532135,0.022678544744849205,0.014901002869009972
20,3,0.002777406480163336,0.004648435860872269,0.021637076511979103,0.8294604420661926,0.1274166852235794,0.014059977605938911
21,2,0.01784696988761425,0.17457441985607147,0.6423383951187134,0.1305503398180008,0.019496027380228043,0.01519383117556572
22,3,0.004171768203377724,0.004083914216607809,0.013010730035603046,0.7237192392349243,0.23366327583789825,0.021351082250475883
23,3,0.0023275502026081085,0.0033221610356122255,0.015828585252165794,0.8729508519172668,0.0970594510436058,0.008511445485055447
24,3,0.0036140386946499348,0.004577009007334709,0.019431916996836662,0.8075844049453735,0.14983421564102173,0.0149583974853158
25,2,0.01914597488939762,0.19607940316200256,0.5480182766914368,0.1811891794204712,0.034201860427856445,0.021365255117416382
26,3,0.009022582322359085,0.005275116302073002,0.01395636796951294,0.4977877140045166,0.4252839684486389,0.048674244433641434
27,3,0.00379197858273983,0.02147100865840912,0.1710154414176941,0.753528356552124,0.04256758093833923,0.007625590078532696
28,3,0.005591777618974447,0.004446977749466896,0.011157195083796978,0.606695294380188,0.33398011326789856,0.03812861070036888
29,3,0.003386040683835745,0.004481054842472076,0.0131992781534791,0.794853925704956,0.16557297110557556,0.018506646156311035
30,3,0.008336414583027363,0.0049522509798407555,0.014155141077935696,0.48124176263809204,0.44397175312042236,0.047342609614133835
31,3,0.0061609516851603985,0.03214376047253609,0.23413220047950745,0.6836241483688354,0.03474612906575203,0.009192919358611107
32,2,0.025668427348136902,0.28510940074920654,0.5764289498329163,0.07384336739778519,0.01904233917593956,0.01990746147930622
33,3,0.007332438137382269,0.00414721155539155,0.010861161164939404,0.5288922786712646,0.40744006633758545,0.0413268618285656
34,3,0.0031590478029102087,0.004149285145103931,0.014599539339542389,0.8242138624191284,0.13690868020057678,0.016969606280326843
35,3,0.0035159196704626083,0.006702229846268892,0.04499908909201622,0.8644494414329529,0.07069960236549377,0.009633675217628479
36,3,0.0035159196704626083,0.006702229846268892,0.04499908909201622,0.8644494414329529,0.07069960236549377,0.009633675217628479
