index_text,grade_BERT
0,2.7393977642059326
1,2.9975697994232178
2,3.5115315914154053
3,3.142850399017334
4,3.4477717876434326
5,3.296706438064575
6,3.021817684173584
7,3.3882999420166016
8,2.542658567428589
9,3.2784063816070557
10,3.732534885406494
11,2.5779929161071777
12,3.3171327114105225
13,2.744046449661255
14,3.2219228744506836
15,3.1747655868530273
16,2.7061634063720703
17,3.2458906173706055
18,2.9459245204925537
19,2.041292667388916
20,3.0782835483551025
21,3.2127857208251953
22,2.899465799331665
23,3.0489187240600586
24,2.3062727451324463
25,3.2599937915802
26,3.076322555541992
27,2.42574143409729
28,2.1182451248168945
29,2.385694980621338
30,3.374087333679199
31,3.1493241786956787
32,2.286837577819824
33,2.9454290866851807
34,3.1646475791931152
35,3.1977319717407227
36,2.049210548400879
37,1.770329475402832
38,3.9747679233551025
39,2.8563685417175293
40,3.448965549468994
41,2.6866044998168945
42,1.9725775718688965
43,1.783508062362671
44,3.221437931060791
45,3.317446231842041
46,2.9252424240112305
47,4.024349212646484
48,3.195329427719116
49,3.1932373046875
50,3.1208138465881348
51,3.0726406574249268
52,3.1390130519866943
53,2.161086082458496
54,3.019770622253418
55,3.5656285285949707
56,3.0124599933624268
57,2.8670032024383545
58,3.220241069793701
59,3.214226722717285
60,3.3349449634552
61,3.049003839492798
62,2.779066801071167
63,3.5148420333862305
64,3.2540576457977295
65,3.247446060180664
66,2.3435726165771484
67,3.379528045654297
68,2.2600550651550293
69,3.375929594039917
70,1.794730305671692
71,2.7088754177093506
72,3.320892810821533
73,2.139735221862793
74,2.69292950630188
75,3.205482006072998
76,2.9597747325897217
77,2.907230854034424
78,3.103882312774658
79,2.8508944511413574
80,4.333375453948975
81,2.449314832687378
82,3.4130795001983643
83,3.2817130088806152
84,2.873934268951416
85,3.046861410140991
86,2.67354679107666
87,3.7583792209625244
88,3.5051727294921875
89,3.2500977516174316
90,3.5839686393737793
91,3.140577793121338
92,3.123513698577881
93,3.471689462661743
94,3.062434434890747
95,2.232891082763672
96,2.9450838565826416
97,3.3003127574920654
98,4.11636209487915
99,3.581249237060547
100,2.4541146755218506
101,1.5811504125595093
102,3.047145366668701
103,2.6690995693206787
104,2.8676233291625977
105,2.5127146244049072
106,4.5243024826049805
107,3.2820491790771484
108,1.2486660480499268
109,3.4755008220672607
110,2.079153537750244
111,2.8162786960601807
112,2.2487552165985107
113,3.3258402347564697
114,2.3130056858062744
115,3.136922836303711
116,2.9427804946899414
117,3.4940273761749268
118,3.1037583351135254
119,3.6085855960845947
120,3.0475122928619385
121,2.4769482612609863
122,3.489847421646118
123,3.837589979171753
124,4.132203578948975
