index_text,max_score,confidence_0,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5
0,2,0.015661031007766724,0.12171477824449539,0.5420862436294556,0.26400694251060486,0.03969171643257141,0.016839362680912018
1,2,0.009880398400127888,0.09441941231489182,0.6259292364120483,0.23513758182525635,0.02409525401890278,0.010538116097450256
2,3,0.008471842855215073,0.0043827807530760765,0.009472382254898548,0.49460548162460327,0.42487987875938416,0.05818767473101616
3,3,0.003711121389642358,0.004645852837711573,0.018827008083462715,0.7925844788551331,0.16390062868595123,0.016330920159816742
4,2,0.011877094395458698,0.1422095149755478,0.6350511312484741,0.17979668080806732,0.019543571397662163,0.01152198575437069
5,3,0.003156894352287054,0.01315848808735609,0.0832202136516571,0.83625727891922,0.05563824996352196,0.008568832650780678
6,3,0.00480632996186614,0.029417220503091812,0.27272799611091614,0.6476364135742188,0.03727471083402634,0.008137349039316177
7,3,0.002585561014711857,0.0036817563232034445,0.014453049749135971,0.8355344533920288,0.1294110268354416,0.014334087260067463
8,2,0.008443140424787998,0.07064157724380493,0.47689440846443176,0.40539318323135376,0.02939995750784874,0.009227677248418331
9,3,0.0030458462424576283,0.004034313373267651,0.017657995223999023,0.8503022193908691,0.11402633041143417,0.010933277197182178
10,3,0.0040458147414028645,0.026769278571009636,0.18670432269573212,0.7285815477371216,0.045616768300533295,0.008282304741442204
11,3,0.0060585374012589455,0.015130867250263691,0.06402656435966492,0.7786872982978821,0.11518131196498871,0.020915450528264046
12,3,0.0032245370093733072,0.004863556940108538,0.025296693667769432,0.8389224410057068,0.11692840605974197,0.010764372535049915
13,3,0.013577242381870747,0.030597444623708725,0.08748031407594681,0.5809293985366821,0.22029277682304382,0.06712288409471512
14,3,0.0035510205198079348,0.008033135905861855,0.0520736426115036,0.8517704606056213,0.07421606034040451,0.010355635546147823
15,3,0.006922538857907057,0.009931477718055248,0.0419887937605381,0.7235254049301147,0.1901693493127823,0.027462409809231758
16,2,0.017531950026750565,0.22867296636104584,0.6470437049865723,0.07738225907087326,0.014252283610403538,0.015116711147129536
17,2,0.016042225062847137,0.19116738438606262,0.6734929084777832,0.09276323020458221,0.014371376484632492,0.012162869796156883
18,2,0.013483507558703423,0.14169935882091522,0.6855015754699707,0.13325779139995575,0.015364528633654118,0.010693223215639591
19,3,0.0031142488587647676,0.004779254551976919,0.015142540447413921,0.7956777215003967,0.16119912266731262,0.020087169483304024
20,3,0.004892036784440279,0.0040063560009002686,0.018910886719822884,0.7615671157836914,0.1931847631931305,0.017438771203160286
21,3,0.0024101960007101297,0.0046846503391861916,0.026894263923168182,0.8824307322502136,0.07597262412309647,0.007607524748891592
22,3,0.0022669725585728884,0.00564552191644907,0.031229453161358833,0.863142728805542,0.08886978030204773,0.008845516480505466
23,3,0.007582315243780613,0.05592571571469307,0.4281519949436188,0.4655696451663971,0.03463517129421234,0.008135090582072735
24,3,0.005166344344615936,0.03309936821460724,0.18668295443058014,0.7125028371810913,0.05234357342123985,0.010204948484897614
25,3,0.002678138669580221,0.009378107264637947,0.06417614221572876,0.8598066568374634,0.05689147114753723,0.007069548591971397
26,3,0.002767403842881322,0.004120611120015383,0.017929472029209137,0.8156340718269348,0.14701570570468903,0.01253275666385889
