index_text,confidence_0,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5
0,0.021057862788438797,0.049525946378707886,0.2777419090270996,0.5646107196807861,0.08075186610221863,0.0063117570243775845
1,0.031990062445402145,0.056694790720939636,0.3058224320411682,0.553234338760376,0.04795574024319649,0.004302593879401684
2,0.009103850461542606,0.004339092876762152,0.024079272523522377,0.5140773057937622,0.42798030376434326,0.020420169457793236
3,0.012813546694815159,0.010305482894182205,0.0796591117978096,0.765933096408844,0.12827026844024658,0.003018490970134735
4,0.04759713262319565,0.13125987350940704,0.5272900462150574,0.26705610752105713,0.02270549163222313,0.004091275855898857
5,0.024000436067581177,0.010765725746750832,0.048624321818351746,0.6459282040596008,0.2572612166404724,0.013420105911791325
6,0.01186362560838461,0.012994097545742989,0.10519953072071075,0.7844968438148499,0.08354627341032028,0.0018996151629835367
7,0.01209381502121687,0.006317825056612492,0.045030560344457626,0.7437309622764587,0.1879119724035263,0.004914823453873396
8,0.03901362791657448,0.07470071315765381,0.31700989603996277,0.5378422737121582,0.028518810868263245,0.00291461986489594
9,0.019718701019883156,0.013386989012360573,0.09599848091602325,0.692946195602417,0.1730353981256485,0.004914232529699802
10,0.019261645153164864,0.023114623501896858,0.2134898602962494,0.6493017077445984,0.09206151962280273,0.002770689083263278
11,0.022393077611923218,0.035498641431331635,0.18429434299468994,0.6647710800170898,0.08846975117921829,0.004573062993586063
12,0.014424201101064682,0.009598501026630402,0.07613208144903183,0.7347087860107422,0.16149206459522247,0.003644353011623025
13,0.010616444982588291,0.003924572374671698,0.020598087459802628,0.533568799495697,0.41158291697502136,0.0197092667222023
14,0.011333382688462734,0.005227257963269949,0.047550082206726074,0.6941462755203247,0.23590955138206482,0.005833421368151903
15,0.010424967855215073,0.005650974344462156,0.03635789081454277,0.7326834797859192,0.210102379322052,0.004780362360179424
16,0.046528156846761703,0.14225874841213226,0.5351855754852295,0.24798908829689026,0.023695239797234535,0.0043431553058326244
17,0.04739385098218918,0.13761834800243378,0.5088697671890259,0.28057223558425903,0.0216672345995903,0.003878597402945161
18,0.030315358191728592,0.05430811643600464,0.25699132680892944,0.5843831300735474,0.06961660832166672,0.004385536536574364
19,0.00933936145156622,0.005837485194206238,0.034518398344516754,0.682669460773468,0.2607795000076294,0.0068558151833713055
20,0.013087897561490536,0.012132050469517708,0.08774447441101074,0.7910959124565125,0.09347907453775406,0.0024605528451502323
21,0.011208131909370422,0.011257209815084934,0.11298391968011856,0.7650308609008789,0.09748639166355133,0.0020334478467702866
22,0.009660875424742699,0.006471459753811359,0.05948201194405556,0.6822248697280884,0.23719370365142822,0.004967091139405966
23,0.013624665327370167,0.013029082678258419,0.1455843150615692,0.706558346748352,0.118589848279953,0.0026137735694646835
24,0.02575310878455639,0.05597615987062454,0.33630606532096863,0.5205984711647034,0.057950783520936966,0.003415382467210293
25,0.010781294666230679,0.010424839332699776,0.08250546455383301,0.7815808653831482,0.11207723617553711,0.0026302929036319256
26,0.007348852232098579,0.0067572761327028275,0.06103082746267319,0.762048602104187,0.16039633750915527,0.0024181539192795753
27,0.011690829880535603,0.014612402766942978,0.08392272889614105,0.8049689531326294,0.08254574984312057,0.0022593734320253134
28,0.011878862045705318,0.004826725460588932,0.041526131331920624,0.6437355875968933,0.28966060280799866,0.008371995761990547
29,0.009204070083796978,0.004912490025162697,0.03959116339683533,0.7300954461097717,0.21136318147182465,0.004833702929317951
30,0.04077409952878952,0.0953800305724144,0.44497150182724,0.38003912568092346,0.034322768449783325,0.0045125349424779415
31,0.02012956328690052,0.02756933681666851,0.22238868474960327,0.6577144265174866,0.06946242600679398,0.0027355700731277466
32,0.04522429034113884,0.13331465423107147,0.5223732590675354,0.2731011211872101,0.02164282836019993,0.004343901760876179
33,0.010500213131308556,0.005334874149411917,0.033679354935884476,0.6028445959091187,0.3345504701137543,0.013090474531054497
34,0.02089788392186165,0.033750977367162704,0.2159096896648407,0.6589898467063904,0.06669969111680984,0.0037519505713135004
35,0.023962706327438354,0.03081536293029785,0.23013083636760712,0.6331260800361633,0.07911431044340134,0.0028506407979875803
36,0.011907551437616348,0.007148790638893843,0.07348976284265518,0.6886172294616699,0.2141609936952591,0.004675599746406078
37,0.009418383240699768,0.0033577140420675278,0.022884441539645195,0.6064735054969788,0.34555548429489136,0.012310491874814034
38,0.00997842662036419,0.004984269384294748,0.027524957433342934,0.7765894532203674,0.176585391163826,0.004337535705417395
39,0.02885090745985508,0.06776756048202515,0.30803677439689636,0.5484089255332947,0.0437457337975502,0.003190045477822423
40,0.013974756002426147,0.008386797271668911,0.07019039243459702,0.7467799782752991,0.15667398273944855,0.003994045313447714
41,0.021775880828499794,0.022273903712630272,0.13721059262752533,0.6941315531730652,0.11993062496185303,0.004677454475313425
42,0.018825555220246315,0.029071960598230362,0.17935070395469666,0.6978259086608887,0.0720212310552597,0.002904535736888647
43,0.008218929171562195,0.0029864648822695017,0.02176881767809391,0.5342468023300171,0.41652700304985046,0.016251999884843826
44,0.017550449818372726,0.006974721327424049,0.052479617297649384,0.5636305212974548,0.3456072211265564,0.013757427223026752
45,0.03301011770963669,0.09027048945426941,0.3491280972957611,0.482654869556427,0.04129915311932564,0.003637406276538968
46,0.019518081098794937,0.047747302800416946,0.37075743079185486,0.5196293592453003,0.04026949405670166,0.0020783874206244946
47,0.019495589658617973,0.03530290350317955,0.24935607612133026,0.6498283743858337,0.04408573359251022,0.0019312615040689707
48,0.04652245342731476,0.023999931290745735,0.1801404505968094,0.5797629952430725,0.16322773694992065,0.006346383132040501
49,0.010889538563787937,0.007493136450648308,0.055180441588163376,0.6115965247154236,0.306037038564682,0.008803265169262886
50,0.01640007458627224,0.005754972342401743,0.026542188599705696,0.6053858399391174,0.3280988931655884,0.01781795173883438
51,0.011550582014024258,0.005160114727914333,0.03155166283249855,0.6147361397743225,0.32284337282180786,0.014158097095787525
52,0.013822675682604313,0.006514277309179306,0.057654768228530884,0.6250954866409302,0.28836530447006226,0.008547443896532059
53,0.019928788766264915,0.03985023871064186,0.3160603940486908,0.5639159083366394,0.05729679763317108,0.002947933040559292
54,0.009623623453080654,0.005620371084660292,0.0391944982111454,0.6738074421882629,0.2640514373779297,0.007702658884227276
55,0.011889597401022911,0.008990539237856865,0.08685437589883804,0.7627953290939331,0.1270797997713089,0.002390383742749691
56,0.013200943358242512,0.015245698392391205,0.12669597566127777,0.7647861838340759,0.07819002866744995,0.0018812293419614434
57,0.014338690787553787,0.009427953511476517,0.07748893648386002,0.7074581384658813,0.18573714792728424,0.005549127701669931
58,0.012449484318494797,0.009657983668148518,0.07291589677333832,0.7844056487083435,0.1179976835846901,0.0025733911897987127
59,0.013041351921856403,0.007907848805189133,0.052930865436792374,0.7462642788887024,0.17491766810417175,0.004937979392707348
60,0.008374147117137909,0.004591705277562141,0.03629278019070625,0.6022378206253052,0.3387299180030823,0.009773684665560722
61,0.02658695913851261,0.05362420901656151,0.26858285069465637,0.5936400890350342,0.05414915829896927,0.003416691906750202
62,0.01279281172901392,0.005437904037535191,0.039695482701063156,0.7026628851890564,0.23277394473552704,0.006636984180659056
63,0.012401976622641087,0.004571090452373028,0.027570325881242752,0.6736429929733276,0.27228567004203796,0.00952795147895813
64,0.021220719441771507,0.010357861407101154,0.08797349780797958,0.6649422645568848,0.20952108502388,0.005984602961689234
65,0.012045085430145264,0.015749448910355568,0.10751193016767502,0.7715187668800354,0.09070941060781479,0.002465276513248682
66,0.022299859672784805,0.024917244911193848,0.16752727329730988,0.6671987175941467,0.11389818042516708,0.0041586910374462605
67,0.011485002934932709,0.005028364714235067,0.033849794417619705,0.7071047425270081,0.2358652502298355,0.006666852161288261
68,0.053867097944021225,0.1732797622680664,0.5449157953262329,0.20542480051517487,0.01836153119802475,0.004151094704866409
69,0.008224565535783768,0.00372047396376729,0.021562011912465096,0.49746719002723694,0.4502144455909729,0.018811296671628952
70,0.038271281868219376,0.08252610266208649,0.40244707465171814,0.43259504437446594,0.04026778042316437,0.003892631269991398
71,0.01715506985783577,0.008026436902582645,0.07020121812820435,0.6603236794471741,0.23732727766036987,0.006966324057430029
72,0.024952635169029236,0.039111219346523285,0.2200162410736084,0.6629396677017212,0.049665145576000214,0.0033150631934404373
73,0.022873880341649055,0.00968137662857771,0.05395367741584778,0.5796439051628113,0.31793004274368286,0.015917053446173668
74,0.020504180341959,0.00860822293907404,0.06276043504476547,0.5022432804107666,0.38803213834762573,0.01785173825919628
75,0.011645114049315453,0.009459338150918484,0.07042456418275833,0.7764820456504822,0.1289665251970291,0.0030223943758755922
76,0.011813763529062271,0.020649470388889313,0.20000344514846802,0.6898906826972961,0.07568932324647903,0.0019533259328454733
77,0.013697387650609016,0.0057120854035019875,0.05138295143842697,0.6324291825294495,0.28750601410865784,0.009272470138967037
78,0.016259221360087395,0.0075812553986907005,0.06292439252138138,0.6561293005943298,0.2495124191045761,0.007593411952257156
79,0.006113157141953707,0.007712970022112131,0.040940478444099426,0.8085486888885498,0.1338108777999878,0.0028737594839185476
80,0.014261829666793346,0.0051976582035422325,0.024243881925940514,0.4846079349517822,0.43909382820129395,0.03259488195180893
81,0.015646083280444145,0.011044890619814396,0.12926572561264038,0.7050269246101379,0.1364404261112213,0.002575979335233569
82,0.025440510362386703,0.0419771634042263,0.24563036859035492,0.6156589388847351,0.067447729408741,0.0038453240413218737
83,0.020110897719860077,0.01451109815388918,0.10650517046451569,0.7402493953704834,0.11597608774900436,0.0026474520564079285
84,0.016438478603959084,0.010724910534918308,0.04834340140223503,0.7986820340156555,0.12159326672554016,0.004217843059450388
85,0.049730051308870316,0.13871005177497864,0.4815448820590973,0.29882586002349854,0.026998864486813545,0.004190304782241583
86,0.01598692126572132,0.006851503625512123,0.05425078049302101,0.744867205619812,0.17400451004505157,0.004039003513753414
87,0.013126665726304054,0.007394259795546532,0.05536468327045441,0.7661449909210205,0.15442992746829987,0.0035395098384469748
88,0.00936761125922203,0.005345243960618973,0.05527709051966667,0.7770404815673828,0.15063542127609253,0.002334155607968569
89,0.00859123282134533,0.005268239416182041,0.05388114973902702,0.679434597492218,0.2482149749994278,0.004609845113009214
90,0.005915449932217598,0.0033630053512752056,0.022563697770237923,0.6903388500213623,0.27246999740600586,0.005348903592675924
91,0.011946618556976318,0.004457278177142143,0.027098124846816063,0.46260035037994385,0.4686930775642395,0.025204574689269066
92,0.04581069201231003,0.08257020264863968,0.35547223687171936,0.4543439745903015,0.055971454828977585,0.00583136361092329
93,0.006508528254926205,0.005562745966017246,0.03294549137353897,0.8192200660705566,0.13318824768066406,0.0025749376509338617
94,0.018648242577910423,0.02592611499130726,0.11402127891778946,0.7466870546340942,0.0913127213716507,0.003404635936021805
95,0.016071153804659843,0.03002134896814823,0.2408449649810791,0.6399028897285461,0.07081689685583115,0.002342731924727559
96,0.012275942601263523,0.009528229013085365,0.06572559475898743,0.7897989153862,0.11949414759874344,0.0031771333888173103
97,0.01846645399928093,0.02888413518667221,0.14455236494541168,0.7158385515213013,0.08896337449550629,0.0032950874883681536
98,0.011442426592111588,0.004625650588423014,0.0420047901570797,0.5805850625038147,0.3505247235298157,0.010817366652190685
99,0.013424324803054333,0.012544610537588596,0.07218754291534424,0.7779004573822021,0.1199190691113472,0.004024060908704996
100,0.016566455364227295,0.01702960394322872,0.12776948511600494,0.7361549139022827,0.09936385601758957,0.003115747356787324
101,0.024859853088855743,0.01952611654996872,0.10187684744596481,0.7418352961540222,0.10809438675642014,0.00380751327611506
102,0.011187171563506126,0.01287005189806223,0.1390940546989441,0.7285573482513428,0.1062154695391655,0.0020758179016411304
103,0.009733140468597412,0.004404681734740734,0.031294696033000946,0.5714473128318787,0.36855119466781616,0.014568965882062912
104,0.012165679596364498,0.00883970782160759,0.06984901428222656,0.7575362324714661,0.14802944660186768,0.003579859621822834
105,0.013793827034533024,0.0057990592904388905,0.03522217273712158,0.5746555328369141,0.3544788360595703,0.01605062559247017
106,0.01682078093290329,0.01059659942984581,0.07244272530078888,0.7784833312034607,0.11854857951402664,0.003107993397861719
107,0.017977623268961906,0.012123698368668556,0.09973268210887909,0.6694869995117188,0.19477306306362152,0.005905875004827976
108,0.014464493840932846,0.006352761760354042,0.045957062393426895,0.6941351890563965,0.23220643401145935,0.006884010508656502
109,0.013084040954709053,0.007411327678710222,0.05442560836672783,0.6959583163261414,0.22280432283878326,0.006316430401057005
110,0.012166572734713554,0.0052532958798110485,0.03806553781032562,0.6311360001564026,0.303300142288208,0.01007850095629692
111,0.02785196155309677,0.04772423207759857,0.286226749420166,0.5892894864082336,0.04578590765595436,0.003121599555015564
112,0.014295876957476139,0.0057101137936115265,0.03411777317523956,0.6331346035003662,0.2998183071613312,0.012923325411975384
113,0.030720725655555725,0.0757615864276886,0.31746792793273926,0.5374175906181335,0.03530573844909668,0.0033263990189880133
114,0.011067349463701248,0.005210109520703554,0.03222572058439255,0.6415772438049316,0.2985593378543854,0.011360233649611473
115,0.029496600851416588,0.05560937896370888,0.289173424243927,0.5590489506721497,0.06281542778015137,0.0038562528789043427
116,0.011174879968166351,0.004248008131980896,0.030773695558309555,0.4951461851596832,0.4383552670478821,0.02030201628804207
117,0.016458511352539062,0.011816655285656452,0.06790448725223541,0.7892400622367859,0.11120397597551346,0.0033763053361326456
118,0.014059408567845821,0.006700835656374693,0.07079844176769257,0.6588888764381409,0.24343442916870117,0.006118054036051035
119,0.016863083466887474,0.007421950343996286,0.05951663851737976,0.6832493543624878,0.22571726143360138,0.007231735624372959
120,0.025257159024477005,0.02118684910237789,0.1353485882282257,0.6747220158576965,0.1378527581691742,0.005632722284644842
121,0.01008859183639288,0.004511299077421427,0.041579004377126694,0.6768104434013367,0.26089322566986084,0.006117447279393673
122,0.02208288013935089,0.03252182900905609,0.13901416957378387,0.7342290282249451,0.06848771125078201,0.003664427436888218
123,0.016573404893279076,0.02800675667822361,0.22540196776390076,0.6515594124794006,0.0759575143456459,0.002500925213098526
124,0.01383133977651596,0.007229118142277002,0.040829721838235855,0.7281434535980225,0.20334464311599731,0.0066217295825481415
125,0.06139037013053894,0.16214603185653687,0.5189052224159241,0.22125957906246185,0.02963769994676113,0.006661152467131615
126,0.008945516310632229,0.009189024567604065,0.07620718330144882,0.7884560823440552,0.11503509432077408,0.00216714502312243
127,0.009919704869389534,0.004295289516448975,0.030135976150631905,0.653243362903595,0.29407405853271484,0.008331644348800182
128,0.00915965624153614,0.0037994058802723885,0.021149400621652603,0.6619817614555359,0.2931095063686371,0.010800234042108059
129,0.012263013049960136,0.00596337765455246,0.04776478931307793,0.6810358762741089,0.24606330692768097,0.006909667048603296
130,0.011379841715097427,0.008943364955484867,0.061379965394735336,0.7316249012947083,0.18168038129806519,0.004991516005247831
131,0.034556444734334946,0.09965101629495621,0.46153321862220764,0.3737412095069885,0.02687050774693489,0.0036476729437708855
132,0.010118646547198296,0.010022195056080818,0.06060066819190979,0.8059895038604736,0.11069104075431824,0.0025779453571885824
133,0.016994981095194817,0.0096663199365139,0.04892938956618309,0.6398516893386841,0.2720755636692047,0.01248206291347742
134,0.00811752863228321,0.005101583898067474,0.02499842457473278,0.7131897807121277,0.24192093312740326,0.0066717625595629215
135,0.022645538672804832,0.02101041190326214,0.12746210396289825,0.6860558986663818,0.13739724457263947,0.005428748205304146
