size_features,soma_validacao,soma_teste,soma_teste_full,F1_validacao,KAPPA_validacao,feature_list
1,0.7963263588441182,0.906403438495539,0.906403438495539,0.5555856181033774,0.2407407407407408,['max_score']
2,0.8302506729678412,0.9345006741331544,0.9296053392442708,0.568130202840515,0.2621204701273262,"['max_score', 'confidence_2']"
3,0.8320749928511414,0.9523687065425378,0.941100165697191,0.5673691104982003,0.2647058823529411,"['max_score', 'confidence_2', 'confidence_5']"
4,0.811467683755109,0.918799014800671,0.9165006087712424,0.5597678149730501,0.25169986878205897,"['max_score', 'confidence_2', 'confidence_4', 'confidence_5']"
5,0.7131087787367505,0.9298352678015379,0.926439837830404,0.5228901095620503,0.1902186691747002,"['max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
6,0.7565351174743271,0.9400336051031176,0.9303379582088789,0.5351057239883104,0.22142939348601676,"['grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
7,0.6998504813092994,0.9072019793497226,0.9224663372433007,0.5172691591686908,0.18258132214060863,"['word_lemma_length_min', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
8,0.7221835244042378,0.8910123972534841,0.9092714667766579,0.5255425167065471,0.19664100769769077,"['word_lemma_length_min', 'lex_freq_nouns_lemma_90p', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
9,0.6883426972809147,0.9157559063321573,0.9022456179238177,0.5147217637589909,0.17362093352192376,"['word_lemma_length_min', 'lex_freq_lemma_kurtosis', 'lex_freq_nouns_lemma_90p', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
10,0.6883426972809147,0.9274636603200226,0.9296879896204013,0.5147217637589909,0.17362093352192376,"['word_lemma_length_min', 'lex_freq_lemma_kurtosis', 'lex_freq_nouns_lemma_90p', 'lex_freq_verbs_lemma_q3', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
11,0.6883426972809147,0.9315737822225795,0.9334801500735245,0.5147217637589909,0.17362093352192376,"['word_lemma_length_min', 'lex_freq_lemma_kurtosis', 'lex_freq_nouns_lemma_90p', 'lex_freq_verbs_lemma_q3', 'ortho_neighbors_+freq_mode', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
12,0.7323506482428962,0.9338476017186805,0.9335302125630057,0.5294520975182585,0.2028985507246377,"['word_lemma_length_min', 'lex_freq_lemma_kurtosis', 'lex_freq_nouns_lemma_90p', 'lex_freq_verbs_lemma_q3', 'ortho_neighbors_+freq_median', 'ortho_neighbors_+freq_mode', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
13,0.7163810903085102,0.9281517349762461,0.9328936885131904,0.5233164230170386,0.19306466729147154,"['word_lemma_length_min', 'lex_freq_lemma_kurtosis', 'lex_freq_nouns_lemma_90p', 'lex_freq_verbs_lemma_q3', 'ortho_neighbors_+freq_median', 'ortho_neighbors_+freq_mode', 'age_of_acquisition_kurtosis', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
14,0.735271341929326,0.9480092126293546,0.9385505197685722,0.530592291847031,0.20467905008229492,"['word_lemma_length_min', 'lex_freq_lemma_kurtosis', 'lex_freq_nouns_lemma_90p', 'lex_freq_verbs_lemma_q3', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_+freq_median', 'ortho_neighbors_+freq_mode', 'age_of_acquisition_kurtosis', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
15,0.7091935422595822,0.9528654096675973,0.9753909862066672,0.5191519526107838,0.19004158964879836,"['word_lemma_length_min', 'lex_freq_verbs_rsd', 'lex_freq_lemma_kurtosis', 'lex_freq_nouns_lemma_90p', 'lex_freq_verbs_lemma_q3', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_+freq_median', 'ortho_neighbors_+freq_mode', 'age_of_acquisition_kurtosis', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
16,0.8039379906401364,0.9388785086809412,0.9696676352323083,0.552971835352632,0.25096615528750443,"['honore', 'word_lemma_length_min', 'lex_freq_verbs_rsd', 'lex_freq_lemma_kurtosis', 'lex_freq_nouns_lemma_90p', 'lex_freq_verbs_lemma_q3', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_+freq_median', 'ortho_neighbors_+freq_mode', 'age_of_acquisition_kurtosis', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_2', 'confidence_4', 'confidence_5']"
