size_features,soma_validacao,soma_teste,soma_teste_full,F1_validacao,KAPPA_validacao,feature_list
1,0.578840963001106,0.6932309228731274,0.6965153237466212,0.48026358119337503,0.09857738180773101,['p0-p75_freq_ratio']
2,0.7173532500875249,0.8001692355051939,0.8212506740254902,0.5355350682693429,0.181818181818182,"['word_length_sum', 'p0-p75_freq_ratio']"
3,0.5634785678237975,0.8254316835201226,0.8256105998076197,0.4798692963006186,0.08360927152317887,"['word_length_sum', 'word_length_q3', 'p0-p75_freq_ratio']"
4,0.6833311806198381,0.8089552552247914,0.8282807857454333,0.5192535107169254,0.16407766990291273,"['word_length_sum', 'word_length_q3', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio']"
5,0.6610727185430526,0.8016117287896442,0.8264265189912879,0.5113423162203651,0.14973040232268753,"['word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio']"
6,0.6780426986047811,0.7995433524152534,0.8243193766569127,0.5169903600747142,0.16105233853006684,"['word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_q1']"
7,0.6511722450822655,0.7901136243781706,0.7978635517894025,0.5068535982400882,0.1443186468421772,"['word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_rsd']"
8,0.6346446072373042,0.8091345644387774,0.7982792149226717,0.5013112739039709,0.1333333333333333,"['word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_rsd', 'familiarity_max']"
9,0.6645793658003922,0.7800154882655413,0.8003426452124358,0.5170383821938348,0.14754098360655743,"['word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_rsd', 'familiarity_max', 'shared_word_ratio']"
10,0.7177627708009652,0.811706198942509,0.807513033282218,0.5374349019485061,0.1803278688524591,"['sentences_per_paragraph', 'word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_rsd', 'familiarity_max', 'shared_word_ratio']"
11,0.6875771397387069,0.8038072169053246,0.7948415742239787,0.523977139738707,0.16359999999999997,"['sentences_per_paragraph', 'word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_content_lemma_min', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_rsd', 'familiarity_max', 'shared_word_ratio']"
12,0.6390538758022308,0.8053515204566872,0.7973528766782877,0.5044461497966554,0.13460772600557547,"['sentences_per_paragraph', 'word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_content_lemma_min', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_rsd', 'familiarity_max', 'present_tense_count', 'shared_word_ratio']"
13,0.7199268905922572,0.7835109373285915,0.7559029037143984,0.5342807041515792,0.18564618644067798,"['sentences_per_paragraph', 'word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_content_lemma_min', 'lex_freq_content_lemma_q1', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_rsd', 'familiarity_max', 'present_tense_count', 'shared_word_ratio']"
14,0.7122826558713813,0.8514384938796143,0.8473481819783768,0.5319612132998407,0.1803214425715406,"['sentences_per_paragraph', 'word_length_sum', 'word_length_q3', 'lex_freq_min', 'lex_freq_lemma_median', 'lex_freq_content_lemma_min', 'lex_freq_content_lemma_q1', 'lex_freq_function_lemma_dolch', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_rsd', 'familiarity_max', 'present_tense_count', 'shared_word_ratio']"
