size_features,soma_validacao,soma_teste,soma_teste_full,F1_validacao,KAPPA_validacao,feature_list
1,0.8819912842215323,0.955269976137896,0.96405496727613,0.6024481593130537,0.27954312490847855,['cw_freq_brwac']
2,0.9168250491175561,1.0188874578827665,1.0597211922614242,0.6172596362597711,0.29956541285778504,"['cw_freq_brwac', 'word_length_avg']"
3,1.0426447927799307,1.105630100367177,1.1037204151455757,0.6620168306946227,0.380627962085308,"['cw_freq_brwac', 'word_length_avg', 'p0-p75_freq_ratio']"
4,1.0586873242127388,1.0901729001455387,1.0904321518507039,0.6694657673265113,0.3892215568862276,"['cw_freq_brwac', 'word_length_avg', 'lex_freq_min', 'p0-p75_freq_ratio']"
5,1.0690322641638568,1.065873067243114,1.0646730379977218,0.6772549259327181,0.3917773382311387,"['cw_freq_brwac', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio']"
6,1.1106830518760633,1.1147499172527389,1.136531663131724,0.6899349356220266,0.42074811625403663,"['cw_freq_brwac', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'punctuation_count']"
7,1.1106830518760633,1.0951416468064263,1.1061573275391128,0.6899349356220266,0.42074811625403663,"['cw_freq_brwac', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'age_of_acquisition_kurtosis', 'punctuation_count']"
8,1.1965925833952913,1.0995542378878644,1.1167056268101256,0.7211489185170411,0.4754436648782502,"['cw_freq_brwac', 'verbs_ambiguity', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'age_of_acquisition_kurtosis', 'punctuation_count']"
9,1.1046038354110608,1.0857355560544597,1.081672237940071,0.6877791266600448,0.41682470875101596,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'age_of_acquisition_kurtosis', 'punctuation_count']"
10,1.063901526010072,1.0981249101778174,1.0966281112046223,0.6744075235283403,0.3894940024817317,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count']"
11,1.0878087692335487,1.0837569222983499,1.073509723413208,0.6795500494687485,0.4082587197648001,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'words_after_verb_q3']"
12,1.0508759398804832,1.1282193222169066,1.121798018835182,0.664631840082776,0.38624409979770735,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'words_after_verb_q3']"
13,1.082012912898238,1.1191995791945444,1.1175411884701514,0.6786979957711664,0.4033149171270718,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
14,1.084426033010101,1.1453425057289817,1.1185784939086778,0.678318764316378,0.40610726869372304,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
15,1.0148810454353967,1.1109832097932404,1.0903393571495466,0.65593409902353,0.35894694641186686,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
16,0.9985925816942347,1.0738818313756535,1.096687166883405,0.6506800568433401,0.34791252485089463,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
17,1.0825602781198806,1.087519029611502,1.0908928621790257,0.680353526510791,0.4022067516090897,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
18,1.0528994933812523,1.0551828542634762,1.0990619169119884,0.6713988979068576,0.38150059547439463,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'p0-p75_freq_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
19,1.0699108201708478,0.9928180767644393,1.036761545187124,0.6771156233729825,0.39279519679786523,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'p0-p75_freq_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
20,1.039576384218328,1.0100191660830193,1.0299582224929587,0.6678866409732683,0.3716897432450599,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'p0-p75_freq_ratio', 'p95-p99_freq_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
21,1.0086316539127564,1.0369044990638026,1.0508421984260434,0.658367533636446,0.3502641202763105,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'lex_freq_min', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'p0-p75_freq_ratio', 'p95-p99_freq_ratio', 'p95-p99_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
22,0.9508374253524532,1.0374366973399576,1.0508421984260434,0.63798826334128,0.3128491620111732,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_avg', 'word_lemma_length_max', 'lex_freq_min', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'p0-p75_freq_ratio', 'p95-p99_freq_ratio', 'p95-p99_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
23,0.9426032765502097,0.996661271369602,1.0483105583477674,0.6364917923326139,0.3061114842175958,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_90p', 'word_length_avg', 'word_lemma_length_max', 'lex_freq_min', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'p0-p75_freq_ratio', 'p95-p99_freq_ratio', 'p95-p99_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
24,0.983541752075291,0.9749739946419883,1.042065746151248,0.6534763925981668,0.33006535947712423,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_90p', 'word_length_avg', 'word_lemma_length_max', 'lex_freq_min', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'lex_freq_function_lemma_min', 'p0-p75_freq_ratio', 'p95-p99_freq_ratio', 'p95-p99_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
25,0.8721962178623854,0.991366456191877,1.0530879744753472,0.6150495261431531,0.2571466917192323,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_90p', 'word_length_avg', 'word_lemma_length_max', 'lex_freq_min', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'lex_freq_function_lemma_min', 'p0-p75_freq_ratio', 'p95-p99_freq_ratio', 'p95-p99_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'polysemous_ratio', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
26,0.8721962178623854,1.0047738128936357,1.066014111229041,0.6150495261431531,0.2571466917192323,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_90p', 'word_length_avg', 'word_lemma_length_max', 'lex_freq_min', 'lex_freq_verbs_sum', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'lex_freq_function_lemma_min', 'p0-p75_freq_ratio', 'p95-p99_freq_ratio', 'p95-p99_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'polysemous_ratio', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'words_after_verb_q3']"
27,0.9523075270533509,1.0407132296136838,1.0843243286242887,0.6404652465151864,0.31184228053816443,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'word_length_90p', 'word_length_avg', 'word_lemma_length_max', 'lex_freq_min', 'lex_freq_verbs_sum', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'lex_freq_function_lemma_min', 'p0-p75_freq_ratio', 'p95-p99_freq_ratio', 'p95-p99_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'polysemous_ratio', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'dependency_quantd_count', 'words_after_verb_q3']"
28,0.9051626248355169,1.05948037036213,1.0906040811462676,0.6255140157579181,0.2796486090775988,"['cw_freq_brwac', 'verbs_ambiguity', 'yngve', 'adjacent_refs', 'word_length_90p', 'word_length_avg', 'word_lemma_length_max', 'lex_freq_min', 'lex_freq_verbs_sum', 'lex_freq_lemma_median', 'lex_freq_content_lemma_80p', 'lex_freq_function_lemma_min', 'p0-p75_freq_ratio', 'p95-p99_freq_ratio', 'p95-p99_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_avg_freq_90p', 'ortho_neighbors_+freq_std', 'age_of_acquisition_kurtosis', 'polysemous_ratio', 'punctuation_count', 'accusative_case_count', 'future_indicative_count', 'present_subjunctive_count', 'dependency_tree_depth_90p', 'dependency_quantd_count', 'words_after_verb_q3']"
