size_features,soma_validacao,soma_teste,soma_teste_full,F1_validacao,KAPPA_validacao,feature_list
1,0.951681994908584,0.8964137834286545,0.9018292255799037,0.6479459444476426,0.3037360504609413,['cw_freq_brwac']
2,0.9795419313205465,0.9308823695565068,0.9369503844487554,0.6565725769617247,0.3229693543588218,"['cw_freq_brwac', 'corrected_ttr']"
3,1.0074404745093881,0.9114958788508267,0.9114958788508267,0.6710393320149418,0.3364011424944462,"['cw_freq_brwac', 'corrected_ttr', 'ortho_neighbors_+freq_std']"
4,0.9439584879757771,0.9606881396065717,0.9606881396065717,0.6504161098323433,0.29354237814343376,"['cw_freq_brwac', 'word_length_90p', 'corrected_ttr', 'ortho_neighbors_+freq_std']"
5,0.9530636308144087,0.9236760244958321,0.9297965634479284,0.6530021112819572,0.3000615195324515,"['cw_freq_brwac', 'word_length_90p', 'corrected_ttr', 'ortho_neighbors_+freq_std', 'shared_word_ratio']"
6,1.0021965482812725,1.016987842174781,1.009352419673831,0.668863214947939,0.33333333333333337,"['cw_freq_brwac', 'word_length_90p', 'corrected_ttr', 'ortho_neighbors_+freq_std', 'words_after_verb_sum', 'shared_word_ratio']"
7,1.0090642589992054,1.0178131612632058,1.0300577727384148,0.6711682270090485,0.33789603199015683,"['cw_freq_brwac', 'word_length_90p', 'corrected_ttr', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'words_after_verb_sum', 'shared_word_ratio']"
8,0.9831513794928428,1.0213783555955631,1.030702593820933,0.6631268094682728,0.32002457002456997,"['cw_freq_brwac', 'word_length_90p', 'corrected_ttr', 'lex_freq_lemma_median', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'words_after_verb_sum', 'shared_word_ratio']"
9,1.0138714785847864,1.0559953297794844,1.0559953297794844,0.6699214633455302,0.3439500152392564,"['cw_freq_brwac', 'yngve', 'word_length_90p', 'corrected_ttr', 'lex_freq_lemma_median', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'words_after_verb_sum', 'shared_word_ratio']"
10,1.0674265747503804,0.994880633198439,0.9917454752564739,0.6898771191454119,0.37754945560496855,"['cw_freq_brwac', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_lemma_median', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'words_after_verb_sum', 'shared_word_ratio']"
11,1.0511256323112808,0.9924604946233799,0.9867621581818975,0.6856272253927556,0.3654984069185252,"['cw_freq_brwac', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'words_after_verb_sum', 'shared_word_ratio']"
12,1.0674265747503804,0.9970284341257368,0.9860070296002964,0.6898771191454119,0.37754945560496855,"['cw_freq_brwac', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'conditional_mood_count', 'words_after_verb_sum', 'shared_word_ratio']"
13,1.0127080872163363,0.9983827939282278,1.0167078571395631,0.6728829070292485,0.33982518018708785,"['cw_freq_brwac', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'conditional_mood_count', 'augmentative_degree_count', 'words_after_verb_sum', 'shared_word_ratio']"
14,0.9810237522666257,0.9895225837870198,1.0315229064514084,0.6642544984008398,0.3167692538657859,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'conditional_mood_count', 'augmentative_degree_count', 'words_after_verb_sum', 'shared_word_ratio']"
15,1.015101334875137,0.9859184106838959,1.0011227965178313,0.6739318660460936,0.3411694688290433,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'words_after_verb_sum', 'shared_word_ratio']"
16,1.0361385399466743,0.962634390835041,0.983359115839162,0.678484108433693,0.35765443151298115,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_nouns_lemma_dolch', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'words_after_verb_sum', 'shared_word_ratio']"
17,1.0471083733998245,0.9696297113869349,0.9557114579397811,0.682574108090601,0.3645342653092236,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'words_after_verb_sum', 'shared_word_ratio']"
18,1.0471083733998245,1.018392088496494,1.0218401938917614,0.682574108090601,0.3645342653092236,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'words_after_verb_sum', 'shared_word_ratio']"
19,0.9904682103691462,1.0616369785212016,1.060049480697179,0.6656907622979296,0.32477744807121667,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_lemma_avg', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'words_after_verb_sum', 'shared_word_ratio']"
20,0.9596148432554382,1.0357675441712013,1.0616902702837603,0.6568532153484614,0.3027616279069768,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_mode', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_lemma_avg', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'words_after_verb_sum', 'shared_word_ratio']"
21,0.9406267134317579,1.0293640943272053,1.0616902702837603,0.6495604310110086,0.2910662824207493,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_mode', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_lemma_avg', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'future_indicative_count', 'words_after_verb_sum', 'shared_word_ratio']"
22,0.9838525176099617,1.027265996639743,1.044105143237525,0.6650943190966254,0.3187581985133363,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_mode', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_lemma_avg', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'familiarity_max', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'future_indicative_count', 'words_after_verb_sum', 'shared_word_ratio']"
23,0.9838525176099617,1.038788294230847,1.0770280178242038,0.6650943190966254,0.3187581985133363,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_mode', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_lemma_avg', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'familiarity_max', 'familiarity_80p', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'future_indicative_count', 'words_after_verb_sum', 'shared_word_ratio']"
24,0.9925183364873649,1.06177526525199,1.094865423836601,0.6660053681876531,0.32651296829971177,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_mode', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_lemma_avg', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'familiarity_max', 'familiarity_80p', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'future_indicative_count', 'words_after_verb_sum', 'shared_word_ratio', 'adj_shared_content_ratio']"
25,1.0297540771683131,1.0535199748066182,1.1067089228480995,0.6761111287234901,0.35364294844482314,"['cw_freq_brwac', 'min_cw_freq', 'yngve', 'word_length_90p', 'word_lemma_length_80p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_mode', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_lemma_avg', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'familiarity_max', 'familiarity_80p', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'future_indicative_count', 'words_after_verb_sum', 'shared_word_ratio', 'adj_shared_content_ratio']"
26,1.0331207628720263,1.0514602036989056,1.0762363516886375,0.6785611259410945,0.35455963693093184,"['cw_freq_brwac', 'min_cw_freq', 'adverbs_ambiguity', 'yngve', 'word_length_90p', 'word_lemma_length_80p', 'word_lemma_length_iqr', 'corrected_ttr', 'lex_freq_mode', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_lemma_avg', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'familiarity_max', 'familiarity_80p', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'future_indicative_count', 'words_after_verb_sum', 'shared_word_ratio', 'adj_shared_content_ratio']"
27,1.009640486892467,1.0601257536962545,1.0543164348689318,0.6707437400749282,0.3388967468175389,"['cw_freq_brwac', 'min_cw_freq', 'adverbs_ambiguity', 'yngve', 'word_length_90p', 'word_lemma_length_80p', 'word_lemma_length_iqr', 'word_monosyllabic_ratio', 'corrected_ttr', 'lex_freq_mode', 'lex_freq_content_skewness', 'lex_freq_lemma_median', 'lex_freq_lemma_avg', 'lex_freq_content_lemma_q1', 'lex_freq_nouns_lemma_dolch', 'lex_freq_verbs_lemma_kurtosis', 'ortho_neighbors_avg_freq_q1', 'ortho_neighbors_+freq_std', 'familiarity_max', 'familiarity_80p', 'subjunctive_mood_count', 'conditional_mood_count', 'augmentative_degree_count', 'future_indicative_count', 'words_after_verb_sum', 'shared_word_ratio', 'adj_shared_content_ratio']"
