size_features,soma_validacao,soma_teste,soma_teste_full,F1_validacao,KAPPA_validacao,feature_list
1,1.2629627450581302,1.1424001224513547,1.163442000469776,0.7457890453525364,0.5171736997055938,['grade_BERT']
2,1.2082624042155254,1.1092478520169284,1.12095241686535,0.7318203082225708,0.4764420959929546,"['grade_BERT', 'max_score']"
3,1.1920940520847543,1.1105624978750432,1.1222640729494997,0.7274974183064606,0.46459663377829363,"['lex_freq_min', 'grade_BERT', 'max_score']"
4,1.1920940520847543,1.07861106490106,1.0807920901259704,0.7274974183064606,0.46459663377829363,"['lex_freq_min', 'lex_freq_nouns_lemma_90p', 'grade_BERT', 'max_score']"
5,1.1885293279591962,1.0744427904618665,1.0744427904618665,0.725420344574234,0.4631089833849621,"['lex_freq_min', 'lex_freq_nouns_lemma_90p', 'grade_BERT', 'max_score', 'confidence_4']"
6,1.0698787160854144,1.0604441039284396,1.0659861752912978,0.6872797199894858,0.3825989960959286,"['lex_freq_min', 'lex_freq_nouns_lemma_90p', 'grade_BERT', 'max_score', 'confidence_1', 'confidence_4']"
7,1.0339940685136324,1.0838373997097004,1.0889447669885601,0.6785203395800538,0.35547372893357876,"['lex_freq_min', 'lex_freq_nouns_lemma_90p', 'grade_BERT', 'max_score', 'confidence_0', 'confidence_1', 'confidence_4']"
8,1.0118336168904154,1.0697675399098787,1.1143807173520766,0.6720031084158391,0.3398305084745763,"['word_length_min', 'lex_freq_min', 'lex_freq_nouns_lemma_90p', 'grade_BERT', 'max_score', 'confidence_0', 'confidence_1', 'confidence_4']"
9,1.0610166643815968,1.083246833998286,1.0918042754863788,0.6858965215832994,0.3751201427982974,"['word_length_min', 'lex_freq_min', 'lex_freq_nouns_lemma_90p', 'aspectual_subchain_count', 'grade_BERT', 'max_score', 'confidence_0', 'confidence_1', 'confidence_4']"
10,1.110095915346753,1.0775612095704834,1.0911709555271178,0.701198482969985,0.4088974323767678,"['min_cw_freq', 'word_length_min', 'lex_freq_min', 'lex_freq_nouns_lemma_90p', 'aspectual_subchain_count', 'grade_BERT', 'max_score', 'confidence_0', 'confidence_1', 'confidence_4']"
11,1.1144213734870094,1.0718173634452794,1.0873186131828487,0.7014134651150433,0.4130079083719662,"['min_cw_freq', 'word_length_min', 'lex_freq_min', 'lex_freq_nouns_lemma_90p', 'augmentative_degree_count', 'aspectual_subchain_count', 'grade_BERT', 'max_score', 'confidence_0', 'confidence_1', 'confidence_4']"
12,1.1530307569474623,1.0718173634452794,1.1098058094339696,0.7132792041524313,0.4397515527950311,"['min_cw_freq', 'word_length_min', 'lex_freq_min', 'lex_freq_nouns_lemma_90p', 'conditional_mood_count', 'augmentative_degree_count', 'aspectual_subchain_count', 'grade_BERT', 'max_score', 'confidence_0', 'confidence_1', 'confidence_4']"
